"Subject" "ActivityName" "odyAcc-mean()-X" "odyAcc-mean()-Y" "odyAcc-mean()-Z" "odyAcc-std()-X" "odyAcc-std()-Y" "odyAcc-std()-Z" "GravityAcc-mean()-X" "GravityAcc-mean()-Y" "GravityAcc-mean()-Z" "GravityAcc-std()-X" "GravityAcc-std()-Y" "GravityAcc-std()-Z" "BodyAccJerk-mean()-X" "BodyAccJerk-mean()-Y" "BodyAccJerk-mean()-Z" "BodyAccJerk-std()-X" "BodyAccJerk-std()-Y" "BodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X"
"11" 2 "WALKING_DOWNSTAIRS" 0.27761534806383 -3.08399060073191 -2.56329456808511 -1.32680924172553 0.0567017448085106 -1.94408343493617 0.861831345531915 -3.25780100638298 -1.03405886850426 -9.40361759574468 -9.40068525531915 -9.31438313191489 -0.99378537207234 -2.17582408882979 -1.66358403064894 -0.807810391489362 -1.21663145892979 -3.40122023191489 -2.93798384708511 -1.75938832519149 -0.683712691221277 -3.47580617917021 -4.15739144893617 -2.98547439574468 -2.40960272742553 -2.33100303673191 -2.27948538279574 -2.82846539897872 -4.83939407021277 -2.72511292890426 -0.605326814946809 -0.146582114234043 -0.605326814946809 -0.146582114234043 -1.55691841064894 -0.112963640787234 -3.38595432698085 -3.34661469638298 -4.10872671489362 -4.50849025480851 -0.78751716816383 0.154561739851064 -2.31388105521277 -1.78448571974468 -0.155563167212766 -2.27978380393617 -2.97653683795745 -2.45875418972766 -1.39995902182979 -0.807077143317021 -0.95578551382766 -3.66917234680851 -0.842240693814894
"12" 2 "WALKING_UPSTAIRS" 0.247164790395833 -2.71813570940833 -3.24372258958333 -3.04376406458333 0.0182287972770833 -2.05795167589583 0.790717418541667 -4.16214890416667 -2.21838145042292 -9.34407739791667 -9.2376745375 -8.78004056875 -0.820048121292708 -2.25659537469333 -1.068966580625 -3.14032612916667 -2.37656885734583 -5.737463525 -1.75480532802083 -1.87145545873958 -1.17549257445833 -4.39253058958333 -4.66298336666667 -3.14607915549167 -2.05077681842083 -2.94020584534583 -1.3863614954125 -4.64854363125 -6.45491337708333 -4.67595961041667 -3.28696680208333 -2.40756012708333 -3.28696680208333 -2.40756012708333 -3.21268911041667 -3.23657636314375 -3.21401820208333 -3.92303229166667 -5.72816438541667 -5.97291719166667 -2.99618897083333 -2.12278730795208 -3.10689652189583 -3.20582414375 -0.187208419666667 -1.673600782125 -3.38652504166667 -2.33838118552083 -2.69671749944196 -3.23586962554167 -2.3857216673375 -5.22728063333333 -3.65415441458333
"13" 3 "LAYING" 0.275516852741935 -2.03662199516129 -3.06912553779677 -9.82776639193548 -9.62057544516129 -9.6369103483871 -2.41758478064516 0.837032099677419 0.48870318516129 -9.82512193064516 -9.81202749677419 -9.64807543870968 0.0769811125806452 -0.255368319169355 -2.549975847245 -9.8087931483871 -9.68710724677419 -9.82093162903226 -2.69129285975726 -6.66534164425 0.137999561112903 -9.74545752096774 -9.77272653709677 -9.63505609032258 -6.1524892516129 -3.98086245193548 -4.92905224354839 -9.80328645 -9.86762741935484 -9.83338279516129 -9.72791346129032 -9.64218176451613 -9.72791346129032 -9.64218176451613 -9.79484593387097 -9.76121297903226 -9.51564751451613 -9.54275110967742 -9.8671362516129 -9.83139255645161 -9.80665609032258 -9.61169982903226 -9.68332141612903 -9.83691129032258 -9.64094604193548 -9.6327908016129 -2.33476188369355 -0.364394578516129 -0.985162432908064 -9.80513202258065 -9.68752113709678 -9.79122344354839 -9.83122615967742
"14" 3 "SITTING" 0.108705453365385 -2.09681000247308 -3.87109931111538 -9.71010120961538 -8.56617812115385 -8.81412153307692 0.901098984615385 -0.3572339973675 -1.55248553561538 -9.57324457884615 -9.03923008269231 -8.97736318269231 -0.198705282961538 -0.637596291555769 -1.49126502850962 -9.74467390384615 -9.53631390961538 -9.74661565961538 -2.91242633653846 -4.79555250432692 -0.110312300139231 -9.65434768461538 -9.44854571346154 -9.26413710384615 -7.29463149423077 -3.74492660372115 -4.85545853420712 -9.72546905961538 -9.78635908653846 -9.73751670576923 -8.95383350192308 -8.703017 -8.95383350192308 -8.703017 -9.69080752884615 -9.66550084230769 -9.19354372307692 -9.38099871538462 -9.77998051923077 -9.76772675961539 -9.70154440961538 -8.91907751346154 -9.17987925384615 -9.71605878461538 -8.496556575 -8.73627176173077 -1.23323018936538 -1.96430365890385 -1.72582737890385 -9.74950363461538 -9.54170151346154 -9.70845669423077 -9.76283534807692
"15" 3 "STANDING" 0.280046513278689 -2.02397814591311 -2.71703292557377 -9.6674254295082 -8.93449307213115 -9.11419015081967 0.93503077852459 -3.01735130327869 -2.39652414137869 -9.82020428032787 -9.57425321803279 -9.28161577377049 0.0750900622277049 -1.41332298852951 -2.67437409417377 -9.57086489344262 -9.41686785737705 -9.73059634918033 -3.09488515871148 -4.97103414983607 -0.159409966180328 -9.00462227540984 -9.27788618196721 -9.1236408147541 -4.91327507213115 -4.16192575485246 -4.81421270072459 -9.40937642459016 -9.68433747868852 -9.58293011803279 -9.25430819016393 -9.15143303606557 -9.25430819016393 -9.15143303606557 -9.59303840327869 -9.48770043278689 -8.92089349344262 -8.8212522147541 -9.62339339672131 -9.57679766885246 -9.60123409508197 -9.08075353770492 -9.39507735245902 -9.69931287377049 -8.9243434852459 -9.04801254590164 -1.63588845817869 -2.10052798334426 -1.7890258385082 -9.57666856721312 -9.43497973606557 -9.69174903442623 -9.60570921803279
"16" 3 "WALKING" 0.275567462068966 -2.82204150598414 -3.26495801551724 -3.60356726034483 -2.97083724314483 -3.87411994310345 0.936506743275862 -2.61986357931034 -1.82541291896552 -9.7777159137931 -9.62355639482759 -9.52091795 -1.05731791336328 -1.63291715882586 -1.42642258843103 -2.79690725689655 -2.71210163063793 -5.2948611637931 -3.73888516972414 -4.60666277131034 -0.236060150913793 -5.71869560172414 -5.63793260172414 -4.76696411551724 -3.33585457081207 -2.57525671584483 -1.82810436894828 -3.85922986034483 -6.39087984137931 -5.36664080344828 -2.54690333275862 -3.28428936551724 -2.54690333275862 -3.28428936551724 -2.80009317413793 -3.48891055019483 -4.66411754137931 -5.61510683275862 -5.66135217931035 -5.67371560862069 -3.40348814482759 -2.29681490875862 -4.12374074482759 -3.79276781206897 -2.72308937580517 -4.22998473965517 -2.98714147793103 0.00605618668965518 -1.64775627112414 -3.13977406896552 -2.88897773627586 -5.14137255344828 -2.96596633103448
"17" 3 "WALKING_DOWNSTAIRS" 0.292423484693878 -3.04677483252245 -2.95803020204082 -1.77214133483673 -1.92973544956122 -3.89979283061224 0.939057787755102 -2.28829214285714 -4.30657438571429 -9.50061129591837 -9.46094637755102 -8.99943947755102 -0.875637305122449 -1.33410637204082 -1.53985981087531 -1.90366534061224 -2.16632406030612 -5.71735243061224 -3.00072106581633 -1.98216023587755 -0.437240407114286 -2.86618871062653 -5.46740387959184 -4.4230776755102 -2.26358810095918 -2.30661188938163 -2.25566048796531 -3.18287597714286 -6.80947338163265 -3.75515229965306 -2.13513208659184 -2.21584634065102 -2.13513208659184 -2.21584634065102 -2.7755365854898 -2.56141925941224 -2.7381657317551 -2.99010506002041 -5.08567577142857 -5.83919211020408 -2.16833218610204 -1.73378414494286 -4.04452414285714 -2.52914442957347 -2.80918203746735 -4.04596070204082 -3.54828436938776 -1.21768982848163 -2.72294335989224 -2.26994987020408 -2.22924942114286 -5.29059450612245 -2.68867610093061
"18" 3 "WALKING_UPSTAIRS" 0.260819873067797 -2.26222445698441 -3.9694493559322 -3.13123437627119 -0.73445294849322 -3.69754604067797 0.883533436101695 -3.82851153728814 -1.62943955254237 -9.44040819322034 -9.09825953898305 -9.09469675084746 -1.25536130762712 -1.86460768271186 -1.99962234518644 -4.58364616949153 -2.97162341723729 -7.08551711864407 -1.29099449764407 -2.50925105940678 -1.95601082786441 -4.75493650169492 -5.82742845932203 -4.92327305084746 -2.65221282623729 -2.34351749676271 -1.7803901641 -5.07270757966102 -7.75774143389831 -5.73433947627119 -2.57979099222034 -3.33597432542373 -2.57979099222034 -3.33597432542373 -4.36901159491525 -4.39020591694915 -3.73706032372881 -4.60794444984746 -6.58861401355932 -7.18028040338983 -4.06349277457627 -2.0764824330339 -5.04494528474576 -3.39523791864407 -1.36227930712881 -3.50797226271186 -4.61249740508475 -2.29127345249153 -3.00642395187288 -4.78434306271186 -3.15684440508475 -6.77314534067797 -4.86446509661017
"19" 4 "LAYING" 0.218503643314815 -1.76006554412222 -1.42723879814815 -9.54193738888889 -9.41714042407407 -9.62667314814815 -4.20664662222222 0.915165104259259 0.341531310555556 -9.25006423592593 -9.69816635740741 -9.76176608888889 0.0934494217777778 -0.421336305676981 -2.05309994888907 -9.78302781111111 -9.42209488333333 -9.78511984259259 -2.66321637785556 -6.14109335925926 0.169720404092593 -9.73102422222222 -9.61109291851852 -9.62073755 -6.36218980185185 -3.88899478038889 -4.79579651066667 -9.75103204259259 -9.86855629814815 -9.83965359814815 -9.54557603148148 -9.35410761111111 -9.54557603148148 -9.35410761111111 -9.70095771666667 -9.60786430740741 -9.30236462592593 -9.47031781666667 -9.85068502037037 -9.82698213703704 -9.58802077592593 -9.38883374444444 -9.67504278888889 -9.52464881481482 -9.46380971111111 -9.62154454259259 -3.0222021951 0.307613690161111 -0.546298259540556 -9.78542457407407 -9.43969987222222 -9.75383329444444 -9.80079292592593
"20" 4 "SITTING" 0.27153827992 -2.372804746782 -2.879485908 -9.80309931 -8.91540737708 -9.322030066 0.8693030064 -1.054706040326 0.11012048108 -9.814052948 -9.348775338 -9.509492546 0.04799590526 -1.17067252168 -1.9738618199008 -9.767421962 -9.445961056 -9.790387658 -2.81297526 -5.96216946 -0.3063967842 -9.701317904 -9.584681204 -9.279722294 -7.0326095 -4.120240308 -4.798782744418 -9.698997312 -9.84441358 -9.688048316 -9.3569482 -9.144078448 -9.3569482 -9.144078448 -9.701322836 -9.625491104 -9.260633138 -9.28898293 -9.804904618 -9.758066902 -9.774624984 -9.057829318 -9.517837432 -9.819081892 -8.9148999086 -9.269993168 -1.248192809446 -1.2296245277 -1.8116025484 -9.768457126 -9.442983908 -9.751549056 -9.787769122
"21" 4 "STANDING" 0.280499745892857 -2.68797182593554 -2.93687094126786 -9.7692058 -8.6159737875 -8.96880538392857 0.95619779125 -6.11085924107143 0.166893825946429 -9.72908355892857 -9.17613464821429 -8.99872570598214 -0.0937826939785714 -0.995189431226071 -2.36860095508321 -9.72586541964286 -9.38354677857143 -9.73054201071429 -3.13834283119286 -5.6223194825 -0.0787399885892857 -9.09687974464286 -9.49227146964286 -9.09995038571429 -4.54836322560714 -4.00056201071429 -4.62004242482679 -9.49633878571429 -9.76065174642857 -9.57982019464286 -9.06478051785714 -8.90976683392857 -9.06478051785714 -8.90976683392857 -9.63370738392857 -9.58159482142857 -9.00982100535714 -8.85144317678571 -9.67614073928571 -9.64282784285714 -9.73497549642857 -8.89549205 -9.3164342125 -9.78737637678571 -8.70928994464286 -8.87554317678571 -0.842582383263929 -1.90880247194643 -1.87213349598036 -9.72310894285714 -9.37624242142857 -9.68648411607143 -9.75706723571429
"22" 4 "WALKING" 0.278582015166667 -2.29685137993667 -4.20464892 -4.40829971333333 -2.81552183078333 -5.86252806833333 0.963999696833333 -3.39614565166667 0.127764112666667 -9.83826494833333 -9.67963221 -9.62968112 -0.868155326331667 -1.81010732718333 -1.43805581340833 -3.11306156333333 -3.00378396666667 -7.513913825 -3.3153356608145 -3.55567011612833 -0.168437870928333 -5.05802303 -6.65394092833333 -6.62608226 -2.330448281775 -2.30851484938333 -3.26030509105667 -4.92341066833333 -8.07419937 -6.40454132833333 -3.12050574166667 -5.27679103166667 -3.12050574166667 -5.27679103166667 -3.66700879833333 -3.16918956 -4.97875657856 -5.66056650166667 -6.813040365 -7.301463685 -4.26719449666667 -2.630388828655 -6.31005470833333 -4.47234929666667 -3.34938872842017 -5.94198325666667 -3.3082576861 -1.75996364738833 -1.84536344643333 -3.58883413666667 -2.94423488833333 -7.28991595666667 -3.053278745
"23" 4 "WALKING_DOWNSTAIRS" 0.279965329555556 -2.00566670956667 -3.37554628 -0.950992713857778 -2.70170363383 -4.79185977111111 0.947731858666667 -4.95322561555556 0.148714808888889 -9.55258881333333 -9.32066041111111 -9.37753794444444 -1.05106170153333 -1.74217141844889 -1.74186753846444 -3.20467237766667 -2.39911750625778 -6.26646986888889 -2.98764169953333 -3.53814871637333 -1.09466356912 -3.93526224888889 -6.99453537111111 -4.98480800444444 -2.57115672366667 -2.70577210476444 -1.96340824096889 -3.95995494444444 -8.16858240222222 -3.29647899371111 -1.65206146747333 -1.78638784551111 -1.65206146747333 -1.78638784551111 -2.91630354874733 -3.28018345777778 -3.5867049 -4.3068417 -5.92843014888889 -6.37079543555556 -2.43315579948889 -2.29622534146667 -4.94683451555556 -0.951735933066667 -3.54540113132 -5.12694303111111 -3.75683513335556 0.0200394819533333 -1.24211441746489 -2.96135161744 -2.25383063273556 -5.83917371333333 -2.56485444317778
"24" 4 "WALKING_UPSTAIRS" 0.270876696730769 -3.19036662790519 -3.81983983076923 -2.51317881730769 -2.40378888014885 -3.72137777692308 0.946264314423077 -2.32944304615385 0.0841675382884615 -9.58495235576923 -9.23376019038461 -9.19619453269231 -1.53530945801923 -2.12755646055769 -1.38760051523077 -3.80488027307692 -3.29444869913462 -7.26495311923077 -1.36559558089423 -2.61914012519038 -0.261427887930769 -4.54431043269231 -5.51185569230769 -3.60811047884615 -2.83381646336923 -2.77825359830962 -2.52464932997692 -5.33666803846154 -8.40722752692308 -5.56236584807692 -2.07864312294231 -2.33883729230769 -2.07864312294231 -2.33883729230769 -4.00922254807692 -4.37261477884615 -2.99779407884615 -5.10974134423077 -6.86978374423077 -7.55270457692308 -3.01296413653846 -2.41946858311346 -5.24655722692308 -2.49333840601442 -2.68313607692885 -3.45109817692308 -4.86811749615385 -2.27934081807885 -2.70072493815 -4.18304647307692 -3.27699014057692 -6.90106934230769 -3.96762584807692
"25" 5 "LAYING" 0.278334325576923 -1.83042123269231 -1.77119606923077 -9.65934509615385 -9.69295613269231 -9.68562516346154 -4.83470597692308 0.954890346153846 0.263644691923077 -9.45695336153846 -9.85964053846154 -9.77076645 0.0848164824230769 -0.507518108582692 -2.48790030242365 -9.83307862115385 -9.64560430961538 -9.85419368461539 -2.75124906023865 -6.31009866696154 0.159894366942308 -9.79498706538462 -9.77427370576923 -9.60583776923077 -5.80394108461538 -4.04813981781731 -5.04875482307692 -9.83422257692308 -9.83759479230769 -9.89679592307692 -9.66777882884615 -9.58612786346154 -9.66777882884615 -9.58612786346154 -9.80141253846154 -9.77477145384615 -9.46938300576923 -9.58287921923077 -9.864194225 -9.8377138 -9.68741678461538 -9.65419520961538 -9.77007724615385 -9.64953893653846 -9.72909186730769 -9.65882191153846 -2.51912056330577 0.324943485115385 -1.17647889651923 -9.82689657115385 -9.65328566153846 -9.83250309423077 -9.85625270384615
